Winery,Year,Wine ID,Wine,Rating,num_review,Country,Region,Price
Mandrarossa,2021,47814,Nero d'Avola 2021,3.7,75,italy,sicilia,9.7
Cottini Stile Naturale,2021,8550148,Bardolino Chiaretto 2021,3.6,35,italy,bardolino-chiaretto,9.7
Astoria,N.V.,3645138,Yu Sushi Sparkling N.V.,3.4,787,italy,veneto,9.7
Corte Giara,2020,1251497,Bardolino 2020,3.4,35,italy,bardolino,9.7
Delheim,2021,1797045,Pinotage Rosé 2021,3.6,166,south-africa,stellenbosch,9.7
Les Frères Laffitte,2020,6210835,Domaine Laffitte Blanc Demi Sec 2020,3.8,77,france,cotes-de-gascogne,9.7
Notte Rossa,2020,2506003,Salice Salentino 2020,3.7,78,italy,salice-salentino,9.7
Casa d'Ambra,2021,1810446,Falanghina Campania 2021,4.0,56,italy,campania,9.7
Lungarotti,2019,65314,Sangiovese Umbria 2019,3.7,250,italy,umbria,9.7
Lungarotti,2020,65314,Sangiovese Umbria 2020,3.5,46,italy,umbria,9.7
Mandrarossa,2021,1268771,Grecanico Dorato Costadune 2021,3.8,25,italy,sicilia,9.7
False Bay,2018,2116786,Peacock Wild Ferment Merlot 2018,3.3,77,south-africa,stellenbosch,9.71
False Bay,2019,2335316,Peacock Wild Ferment Cabernet Sauvignon 2019,3.3,77,south-africa,stellenbosch,9.71
False Bay,2019,1297985,Peacock Wild Ferment Syrah 2019,3.5,39,south-africa,stellenbosch,9.71
Fassati,2018,1166826,Selciaia Rosso di Montepulciano 2018,3.3,42,italy,rosse-di-montepulciano,9.75
Fabulas,2020,6721750,Malvasia 2020,3.7,75,italy,terre-di-chieti,9.75
Cecchi,2020,12126,Natio Chianti 2020,3.7,52,italy,chianti,9.75
Rapariga da Quinta,2018,1160854,Colheita Seleccionada Rouge 2018,3.9,1281,portugal,alentejano,9.75
Montalto,2019,1682526,Vinha da Malhada Branco 2019,3.8,32,portugal,estremadura,9.75
Bastide du Claux,2019,1517695,Malacare 2019,3.9,32,france,luberon,9.75
Cantine Volpi,2021,1165743,Boira' Sangiovese 2021,3.7,29,italy,marche,9.75
Corette,2021,2032274,Chardonnay 2021,3.6,27,france,vin-de-pays-doc,9.75
Salentein,2019,1147628,Portillo Malbec 2019,3.7,6464,argentina,tunuyan,9.75
Cantele,2020,1683625,Verdeca 2020,3.8,66,italy,puglia,9.75
Famille Perrin,2021,2116840,Luberon 2021,3.7,71,france,luberon,9.75
Château les Vignals,2017,1999722,Tradition Rouge 2017,3.6,33,france,gaillac,9.75
Tabali,2018,6013649,Pedregoso Gran Reserva Chardonnay 2018,3.5,79,chile,limari-valley,9.75
Heim,2019,2209046,Imperial Riesling 2019,3.7,32,france,alsace,9.75
Domaine Saint-Georges d'Ibry,2019,1181134,Excellence Rouge 2019,4.0,54,france,cotes-de-thongue,9.75
Cantine Volpi,2020,1165743,Boira' Sangiovese 2020,3.6,700,italy,marche,9.75
Warwick,2021,1382382,The First Lady Chardonnay 2021,3.5,104,south-africa,stellenbosch,9.75
Cecchi,2020,2951670,La Mora Merlot 2020,3.6,240,italy,maremma-toscana,9.75
Corette,2020,1152565,Pinot Noir 2020,3.6,42,france,vin-de-pays-vignobles-de-france,9.75
Clos St. Thomas,2018,96106,Les Gourmets Rouge 2018,3.5,113,lebanon,bekaa-valley,9.75
Villa Poggio Salvi,2020,1292691,Caspagnolo Chianti dei Colli Senesi 2020,3.3,128,italy,chianti-colli-senesi,9.75
Salentein,2020,1147628,Portillo Malbec 2020,3.7,3906,argentina,tunuyan,9.75
Fattoria dei Barbi,2020,1196113,Chianti 2020,3.7,58,italy,chianti,9.75
Banfi,2021,22914,Le Rime (Pinot Grigio - Chardonnay) 2021,3.6,96,italy,tuscany,9.75
Clama,2014,2319308,Tinto 2014,3.7,271,portugal,douro,9.75
Terre del Barolo,2018,5829559,Barbera d'Alba 2018,3.5,366,italy,barbera-dalba,9.75
Herdade da Calada,2019,1781887,Vale da Calada Tinto 2019,3.9,120,portugal,alentejano,9.75
Rotkäppchen,N.V.,2759866,Alkoholfrei Rosé N.V.,3.1,152,germany,saale,9.75
Fassati,2019,2192668,Le Gaggiole Chianti 2019,3.3,29,italy,chianti,9.75
Velenosi,2018,1160025,Brecciarolo Rosso Piceno Superiore 2018,3.7,669,italy,rosso-piceno,9.75
Banfi,2021,5509443,Badalei Vermentino Toscana 2021,3.6,53,italy,tuscany,9.75
Rodríguez de Vera,2019,2200683,Jumenta 2019,3.6,52,spain,castilla-la-mancha,9.75
Bolla,2021,7749,Pinot Grigio delle Venezie 2021,3.7,84,italy,della-venezie,9.75
Carpineto,2020,1119837,Dogajolo Toscana Bianco 2020,3.7,235,italy,tuscany,9.77
Carpineto,2019,6193,Chianti Castaldo 2019,3.6,47,italy,chianti,9.77
Carpineto,2019,6209,Toscana Dogajolo Rosso 2019,3.8,1874,italy,tuscany,9.77
Bernard Magrez,2018,1369079,Ariès 2018,3.6,338,argentina,mendoza,9.77
Tormaresca,2020,7097701,Nèprica Cabernet Sauvignon 2020,3.6,27,italy,puglia,9.79
Cantine Pellegrino,2020,5678067,Tareni Frappato 2020,3.8,95,italy,sicily,9.8
Notte Rossa,2020,9847213,Nero di Troia 2020,4.1,43,italy,puglia,9.8
Piccini,N.V.,1155726,Memoro Rosso N.V.,3.8,63043,italy,tuscany,9.8
Bodegas Enguera,2016,76965,Cañada Negra 2016,3.7,46,spain,,9.8
Domaine Jean-Paul Paquet & Fils,2018,1138116,Domaine Les Vieux Murs Pouilly-Fuissé 2018,3.8,44,france,pouilly-fuisse,9.8
Château Petit Mouta,2018,5422552,Cuvée Beausoleil  Graves 2018,3.2,33,france,graves,9.8
Villa Folini,2020,9095670,Prosecco Brut Millesimato Rosé 2020,3.7,119,italy,prosecco,9.8
Montelvini,N.V.,4413697,Collezione Promosso Extra Dry N.V.,3.2,1046,italy,veneto,9.8
Nativ,2020,2124358,Aglianico Campania Rue Dell'Inchiostro 2020,3.8,30,italy,campania,9.8
Inessa,2020,10079953,Nerello Cappuccio 2020,3.6,120,italy,sicily,9.8
Alvi's Drift,2021,2277721,Sauvignon Blanc 2021,3.7,56,south-africa,breede-river-valley,9.81
Chemin des Géants,2019,8058361,Alicante - Syrah 2019,3.8,80,france,languedoc,9.83
Colossal,2018,4301235,Reserva 2018,3.8,402,portugal,estremadura,9.83
Maison Roche de Bellene,2018,6319859,Bellenos Cuvée Blanc 2018,3.7,138,france,coteaux-bourguignons,9.85
Barbi,2017,1361611,Orvieto Classico Secco 2017,3.9,49,italy,orvieto-classico,9.85
Domaines Astruc,2018,2022376,Réserve Pinot Noir 2018,3.6,53,france,vin-de-pays-doc,9.85
